,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,CGPA
128,7,9,7,5,6,6,10,8,9,7,9,8,9,8,9,5,6,7,9,10,9,8,6,5,8,5,7,9,5,7,6,6,7,10,6,8,5,8,5,8,7,6,5,6,9,5,6,7.1
129,10,10,5,6,7,8,5,8,5,6,9,10,7,10,7,5,5,9,6,10,9,6,8,10,6,10,8,9,6,7,7,7,9,7,5,9,9,8,8,8,8,7,7,6,5,8,6,7.746875
130,5,7,10,8,7,9,6,9,8,9,9,7,7,10,6,8,10,8,8,5,5,7,6,5,7,8,7,9,9,10,9,9,8,6,8,9,8,8,5,10,7,6,9,9,9,8,10,7.88125
131,7,6,7,5,6,9,8,10,6,6,5,8,5,10,7,10,8,8,8,8,6,8,5,8,5,6,6,7,9,10,6,8,7,10,8,10,7,10,7,7,6,7,6,9,7,8,6,7.40625
132,6,6,5,9,7,5,5,5,6,9,6,6,9,7,9,6,5,9,10,6,10,6,6,9,5,9,6,5,5,10,8,7,10,9,8,10,7,6,8,10,6,8,10,9,5,5,6,7.13125
133,5,8,7,7,9,5,6,5,6,10,10,9,9,7,5,6,8,9,8,7,10,10,9,6,9,6,10,6,6,9,9,5,6,10,5,10,10,5,7,9,5,10,9,5,8,9,7,7.709375
134,7,6,9,9,7,10,10,10,10,9,7,8,8,10,10,10,10,7,9,9,10,5,9,5,9,7,9,7,6,5,10,7,5,8,9,10,10,9,7,6,5,5,10,5,5,10,9,7.959375
135,8,10,9,10,9,6,10,6,6,5,5,8,6,5,6,6,10,5,6,9,5,10,7,8,10,6,5,9,5,10,10,10,5,6,10,5,5,9,10,8,10,8,8,8,6,10,5,7.253125
136,6,10,5,6,9,7,10,5,6,5,10,6,7,10,5,8,10,5,8,7,5,5,9,9,5,10,9,9,8,5,5,8,10,9,10,8,9,7,9,10,5,8,8,9,10,8,5,7.665625
137,9,9,9,7,6,5,6,6,5,9,9,6,7,5,9,9,7,9,7,7,9,9,5,7,6,7,6,5,8,7,9,7,9,6,10,9,8,8,8,7,7,8,7,8,6,10,6,7.478125
138,5,10,6,8,9,9,5,7,10,8,7,10,9,8,7,10,5,10,5,8,5,9,9,9,9,6,8,10,10,9,6,10,5,9,5,6,7,8,8,7,5,10,6,10,10,6,5,7.640625
139,10,6,6,8,7,8,5,9,7,10,6,6,9,8,6,10,6,10,7,10,5,6,10,8,5,6,5,8,6,9,9,9,6,8,5,5,10,8,7,6,8,6,5,6,8,5,9,7.153125
140,7,8,7,8,8,8,6,7,9,10,6,10,5,9,8,8,9,5,10,10,9,8,10,6,9,6,5,7,10,5,10,7,7,8,5,5,5,6,6,10,8,8,6,9,10,6,10,7.615625
141,10,9,10,10,5,8,7,5,8,8,10,9,6,9,8,8,10,7,6,7,9,6,9,8,10,9,6,9,8,6,9,8,7,7,7,8,6,8,5,6,10,7,7,9,7,7,5,7.659375
142,6,10,5,7,8,7,8,6,9,8,9,6,8,10,10,6,6,10,6,8,8,5,7,7,10,5,9,7,7,7,5,6,6,9,6,9,7,10,7,10,8,5,5,6,9,7,6,7.38125
143,10,5,10,7,7,8,6,5,5,9,5,6,10,6,9,10,8,8,10,8,6,6,5,6,8,9,10,5,9,9,7,8,5,5,10,5,6,9,5,10,9,5,5,8,6,7,9,7.359375
144,5,8,10,9,9,7,5,10,9,5,9,8,8,7,10,9,7,8,9,7,10,7,5,6,9,8,7,7,6,9,9,6,7,9,7,6,10,10,6,5,10,5,7,5,5,5,9,7.44375
145,10,9,7,6,10,7,6,8,10,7,6,10,10,7,10,9,10,7,8,8,5,9,7,8,5,6,6,7,6,5,5,7,9,10,9,9,9,10,7,9,8,5,9,6,7,5,7,7.8125
146,8,10,6,8,5,10,8,8,6,5,10,10,7,10,6,8,10,8,6,10,8,8,6,7,10,8,8,10,5,10,10,5,8,9,8,6,8,10,10,5,7,10,8,7,10,8,6,8.0125
147,10,9,5,9,7,10,10,9,9,6,9,7,10,9,7,5,5,6,7,10,8,9,9,7,5,10,6,10,6,6,8,6,7,8,5,5,9,5,9,9,6,5,6,10,10,10,10,7.6625
148,6,6,7,5,5,10,10,5,10,8,7,6,5,9,8,10,6,8,7,7,8,9,6,8,8,5,6,8,5,5,6,5,6,9,9,9,7,10,5,10,6,9,9,10,9,5,9,7.509375
149,6,8,7,8,5,8,8,6,9,7,8,9,5,10,5,8,9,8,6,9,5,7,5,5,5,8,5,8,9,7,9,10,9,7,6,6,9,10,7,8,7,6,10,7,7,7,6,7.459375
150,8,7,8,5,5,7,8,6,8,7,5,9,9,7,9,7,10,9,8,6,10,7,6,10,6,10,5,9,8,6,9,5,7,5,6,9,10,8,9,6,10,7,5,7,6,8,5,7.6625
151,5,10,10,6,8,7,8,8,10,5,6,7,6,8,10,5,5,5,9,8,6,6,10,5,10,8,9,7,7,7,5,6,6,10,9,8,8,9,10,7,5,9,8,6,9,8,9,7.484375
152,9,5,10,9,9,9,8,10,10,5,9,9,6,7,9,9,6,6,5,8,8,5,10,9,9,7,10,9,6,10,7,9,9,10,8,9,8,8,10,10,9,10,9,8,9,6,5,7.753125
153,10,9,10,6,6,8,10,6,9,7,8,5,8,6,8,10,7,5,5,8,5,10,9,10,10,8,6,10,10,8,6,5,5,5,10,5,9,8,8,8,9,8,10,9,10,10,8,7.546875
154,9,10,6,8,6,7,9,6,9,10,7,9,6,10,6,5,10,5,6,9,7,5,8,6,5,7,7,9,5,8,10,7,9,5,6,8,8,9,9,6,10,9,9,6,5,9,7,7.28125
155,7,10,10,8,7,8,8,5,9,5,6,6,9,8,5,8,8,10,10,10,8,7,5,7,7,7,8,10,5,7,8,5,5,6,5,7,10,10,9,7,7,9,7,7,7,8,9,7.61875
156,9,5,5,5,5,7,6,10,6,6,6,7,8,9,5,5,5,5,9,10,9,10,10,8,8,10,5,10,5,9,10,6,10,9,6,5,10,8,9,6,6,6,6,6,8,6,6,7.26875
157,6,5,7,6,8,7,8,9,8,9,5,9,7,8,6,6,7,7,7,5,10,6,9,8,7,10,5,10,9,7,7,10,6,7,8,10,8,6,7,8,10,9,8,7,5,5,10,7.68125
158,9,5,10,8,7,5,5,6,5,6,6,10,8,9,5,8,9,10,8,5,8,8,8,10,10,8,5,5,6,8,7,8,9,8,6,7,8,5,6,8,5,9,8,6,7,6,7,7.14375
159,6,9,5,7,5,6,10,5,8,10,6,6,8,6,5,7,8,8,8,5,10,8,5,5,5,9,5,6,8,10,7,5,10,8,9,6,6,5,6,7,5,10,10,9,5,8,8,7.05
160,6,6,6,5,6,5,10,8,6,6,6,8,10,8,6,6,5,7,10,7,5,5,6,9,7,5,7,7,8,5,6,8,7,6,7,9,6,8,6,10,5,6,8,6,6,9,6,7.128125
161,7,7,8,5,7,9,6,6,8,5,6,9,10,10,7,5,10,8,8,8,6,10,9,5,9,6,9,5,6,9,5,7,5,8,10,5,5,6,7,10,6,5,6,7,9,10,7,7.603125
162,7,10,8,6,6,6,5,8,5,9,7,7,9,5,10,6,7,9,10,10,5,6,10,10,7,5,5,7,10,5,7,5,5,10,5,9,7,9,10,8,9,7,10,8,8,10,10,7.515625
163,8,5,8,7,8,8,5,10,9,9,5,8,8,8,7,9,8,7,8,9,7,10,5,5,9,9,8,6,10,5,9,10,7,5,7,9,5,5,10,9,10,7,6,5,6,7,6,7.321875
164,9,6,7,8,6,7,10,10,5,6,9,8,8,6,7,8,6,7,9,8,5,6,9,8,7,10,8,8,9,9,10,9,6,9,7,10,6,7,6,7,8,9,10,7,9,6,8,7.890625
165,5,7,5,7,10,6,8,9,5,5,9,5,7,9,10,7,9,8,10,8,5,8,10,9,6,9,10,8,5,7,6,6,5,10,8,7,6,9,6,10,6,5,6,5,5,6,9,7.68125
166,10,9,6,9,7,6,10,9,9,6,6,10,10,6,7,6,8,5,10,9,10,6,5,5,5,8,8,10,6,8,10,6,8,8,5,9,9,9,5,8,5,6,5,5,7,9,10,7.6375
167,10,10,10,6,7,6,6,5,6,6,5,7,6,6,7,7,7,9,6,10,5,5,10,6,5,7,6,5,10,5,6,8,9,5,7,7,8,7,9,6,5,7,5,8,8,5,6,6.790625
168,6,5,10,5,10,5,5,7,10,10,7,10,6,9,9,9,9,5,10,10,10,10,10,10,5,8,10,10,7,9,9,9,5,10,5,10,10,8,10,9,6,8,7,6,6,9,10,8.084375
169,5,7,7,8,5,5,7,6,6,8,5,6,9,5,10,8,5,10,6,9,6,9,9,8,10,10,8,10,7,5,7,8,9,9,10,6,8,6,8,9,5,8,9,5,7,6,10,7.3
170,6,9,10,6,6,6,8,9,10,6,7,9,9,6,6,5,6,7,9,10,9,10,6,6,10,5,7,10,8,5,10,5,8,6,7,8,10,10,7,5,7,8,9,8,7,5,10,7.721875
171,6,5,6,10,8,10,8,10,6,10,7,8,9,9,6,10,6,7,7,10,8,9,8,9,8,7,10,10,6,9,6,7,8,8,9,6,7,10,10,6,7,7,6,8,6,8,7,7.828125
172,9,6,7,6,8,8,5,7,7,10,7,7,5,6,7,5,6,6,6,10,8,9,5,7,6,7,9,6,8,8,8,8,5,8,10,9,7,6,5,10,9,9,7,5,5,5,9,7.196875
173,5,7,10,7,8,10,10,7,9,5,6,6,9,10,6,6,6,5,10,7,6,5,7,9,8,8,5,8,5,6,6,7,6,5,5,6,6,8,5,7,8,9,8,6,10,5,6,7.196875
174,9,7,10,9,9,5,7,6,7,7,10,8,8,7,9,10,10,7,9,9,10,8,9,7,5,7,6,6,8,7,5,8,7,5,8,8,10,10,7,6,5,9,10,10,6,6,9,7.890625
175,6,7,7,10,7,10,8,5,9,8,6,6,8,6,10,9,9,6,9,7,9,9,10,8,10,5,6,6,9,6,5,8,9,7,7,7,5,7,8,5,7,8,8,8,8,7,6,7.4125
176,9,6,6,10,6,8,8,8,7,10,5,7,8,6,10,8,9,8,6,6,8,7,10,10,10,9,8,7,8,8,9,5,6,10,8,5,10,9,6,8,5,6,9,8,9,9,10,7.78125
177,9,7,5,6,5,6,8,8,7,5,9,7,9,7,10,8,5,7,6,5,8,7,10,9,5,5,9,9,5,5,6,8,10,5,7,9,6,6,6,5,6,6,7,9,9,5,9,7.25
178,10,10,5,9,7,6,9,5,6,6,6,6,6,7,8,9,9,5,9,6,5,9,6,10,7,10,9,9,9,10,9,9,5,6,6,6,6,8,6,8,10,7,10,5,7,7,9,7.65
179,7,7,9,5,10,6,5,10,8,5,8,8,7,10,5,10,6,9,7,8,8,10,7,10,7,9,10,9,5,6,7,9,5,9,6,9,9,8,5,10,5,5,5,10,9,9,7,7.890625
180,9,9,10,9,10,7,8,6,7,9,5,9,5,5,9,9,8,10,10,6,6,5,10,5,10,7,5,10,6,6,9,9,6,9,9,7,10,7,9,7,8,5,8,9,5,8,10,7.56875
181,8,7,8,5,7,6,8,10,8,9,6,10,8,5,6,9,10,5,10,10,10,5,10,7,5,5,6,8,6,5,9,6,8,5,7,9,10,6,10,10,7,5,5,9,8,8,9,7.396875
182,7,8,7,6,10,5,7,10,7,7,5,9,8,9,10,9,8,6,5,7,7,9,5,8,9,10,10,7,8,10,7,7,6,5,7,5,6,6,10,6,6,7,6,5,6,6,5,7.228125
183,7,10,9,8,10,10,7,6,5,7,7,9,7,5,9,9,9,8,10,6,6,10,8,10,5,7,5,8,7,6,10,9,6,8,5,10,7,5,10,8,8,9,9,8,10,5,9,7.890625
184,9,10,8,9,6,7,10,6,6,5,5,7,5,9,6,6,6,7,8,10,9,6,9,5,9,5,6,10,5,8,9,9,10,6,5,8,5,10,8,7,8,5,5,9,5,6,9,7.225
185,6,5,6,10,7,5,7,7,5,8,9,5,8,7,5,7,5,6,7,8,8,5,9,8,8,8,7,8,10,5,6,6,9,7,7,10,9,5,9,5,8,6,6,8,10,6,6,7.221875
186,6,9,10,9,9,8,7,10,8,9,5,9,10,7,10,7,7,5,5,5,9,9,8,9,10,10,6,5,10,10,10,5,8,9,8,7,10,7,6,10,5,8,6,10,8,5,6,7.628125
187,6,8,10,6,10,6,10,10,10,9,8,6,7,5,10,7,6,9,9,7,8,9,6,10,6,7,7,6,10,8,7,7,5,7,8,10,5,5,10,5,6,9,8,10,8,10,9,7.846875
188,5,7,5,10,7,8,10,7,8,5,6,9,7,9,5,7,5,8,6,6,5,7,10,5,5,9,10,10,7,6,10,8,10,10,7,7,9,8,10,8,5,5,10,10,7,9,9,7.628125
189,8,10,6,7,7,7,5,6,10,7,5,7,8,9,10,8,7,6,10,8,8,6,10,6,6,7,5,10,9,7,6,10,8,5,5,9,6,10,5,5,9,9,7,6,7,10,6,7.515625
190,9,10,8,10,10,7,10,6,7,6,6,5,6,8,6,5,6,9,5,6,9,5,6,5,5,5,7,5,6,7,10,7,5,10,5,7,7,5,9,10,6,5,5,6,6,5,8,6.89375
191,7,8,7,8,10,7,9,10,6,5,8,8,9,5,9,7,8,10,5,5,10,9,9,7,10,10,7,8,6,7,8,5,9,6,6,8,5,10,7,8,10,10,7,8,9,8,9,7.778125
192,5,10,9,10,6,8,7,5,5,8,7,6,10,5,8,7,8,9,7,7,10,7,10,7,5,8,5,8,7,9,10,10,5,6,5,9,5,10,10,8,8,6,7,5,5,8,9,7.365625
193,10,10,5,5,6,10,5,6,10,9,8,5,8,5,5,5,5,6,10,5,7,6,7,9,8,5,5,6,6,6,7,5,6,5,7,8,5,9,9,9,8,10,10,10,5,7,7,7.09375
194,9,8,7,6,5,5,5,7,7,6,7,8,8,8,8,9,8,7,6,10,10,6,7,6,6,9,6,9,9,9,10,8,6,9,6,6,6,10,9,9,9,10,8,6,8,8,7,7.60625
195,5,7,9,8,9,6,7,7,9,8,8,10,6,5,8,8,9,5,9,10,8,8,6,7,10,6,5,10,10,8,10,8,8,5,7,7,8,10,9,7,10,10,7,7,7,9,6,7.425
196,10,8,5,6,10,7,8,10,9,9,9,9,7,5,9,6,8,9,8,10,7,7,10,9,9,10,10,9,8,9,8,6,5,5,5,10,5,7,8,6,10,5,9,9,7,6,6,7.859375
197,5,10,8,7,10,8,5,6,5,6,5,6,8,6,7,5,7,7,7,10,10,5,7,5,8,5,5,5,8,8,5,7,6,8,7,5,10,7,7,5,10,10,7,8,6,10,8,7.065625
198,10,6,7,8,7,7,8,7,8,5,6,7,9,7,7,7,5,7,10,10,9,8,7,9,6,8,6,10,5,7,7,5,10,9,10,5,5,9,10,10,9,5,5,5,5,10,6,7.56875
199,9,8,9,9,10,9,6,6,6,5,5,5,6,6,7,5,8,5,9,10,9,5,6,6,6,7,6,10,9,5,9,6,10,6,9,10,7,5,10,8,6,5,5,6,6,10,7,7.34375
200,9,8,7,7,8,7,7,6,10,7,9,5,7,6,5,8,10,5,9,9,7,5,5,6,6,10,10,8,10,5,10,7,6,9,8,6,5,5,5,9,6,7,7,7,6,9,7,7.325
201,5,10,10,9,8,6,10,6,10,7,7,8,9,8,5,9,5,6,9,7,9,5,5,6,10,7,7,6,6,7,7,7,8,8,7,6,9,6,7,5,6,8,9,10,8,7,10,7.528125
202,7,8,10,8,8,8,7,7,7,10,9,10,10,8,10,5,9,9,9,9,6,5,5,7,9,10,6,9,8,9,5,7,5,9,5,10,9,8,8,5,7,8,5,5,8,10,7,7.846875
203,10,5,9,7,6,7,9,7,10,9,6,6,6,10,6,5,7,7,8,10,10,10,9,10,8,10,10,10,5,6,7,5,7,10,10,6,10,5,8,9,5,5,8,8,8,5,5,7.63125
204,6,8,5,7,7,5,10,9,8,5,9,6,10,10,5,5,7,10,6,7,5,6,6,8,7,8,7,10,9,7,8,8,9,7,9,6,8,8,10,8,10,6,5,6,7,9,7,7.690625
205,8,7,8,10,8,10,6,5,10,5,8,5,9,10,6,6,10,8,7,10,10,5,6,8,10,5,9,7,7,6,8,9,10,6,6,10,7,7,8,8,7,8,5,10,10,6,7,7.69375
206,10,5,8,6,6,10,10,8,7,7,5,9,8,9,8,9,5,7,9,9,7,5,6,5,10,9,6,7,6,10,5,5,5,9,6,8,5,10,5,9,10,8,10,6,8,10,10,7.840625
207,6,10,7,6,6,5,10,7,9,5,7,6,9,10,10,8,9,9,10,5,10,6,10,10,8,8,5,9,8,6,5,9,5,9,10,7,10,5,10,8,9,7,10,8,6,5,10,7.765625
208,9,9,5,10,8,7,9,7,9,6,9,9,10,10,7,8,10,9,5,10,6,8,10,8,9,7,7,7,7,10,6,9,10,8,9,9,10,8,7,9,8,6,8,9,5,8,10,8.265625
209,7,8,7,10,7,9,5,10,5,9,8,10,9,10,6,8,10,10,6,6,10,6,7,10,8,6,6,8,10,8,8,9,5,5,9,9,8,5,9,5,9,5,5,7,5,5,8,7.4875
210,6,7,7,6,8,8,7,10,6,10,9,8,8,7,7,8,7,5,7,6,9,6,10,6,7,10,8,9,7,9,5,5,10,9,9,7,8,7,5,10,10,10,9,8,7,7,5,7.55
211,7,7,7,7,8,5,7,6,7,8,5,10,7,8,6,10,6,6,8,8,7,6,5,6,9,10,8,8,8,9,9,8,6,10,9,9,5,5,7,9,6,9,5,5,7,9,5,7.2875
212,10,6,6,7,7,7,8,9,9,9,10,6,6,7,10,5,8,8,5,6,10,7,5,7,5,6,8,6,8,5,6,5,10,5,5,5,5,9,10,6,7,10,8,9,5,10,10,7.540625
213,7,7,10,7,10,7,7,6,7,5,10,10,7,8,6,7,7,5,6,7,10,5,9,5,10,7,8,7,10,5,8,6,8,6,7,7,10,7,5,6,9,7,8,8,7,9,9,7.490625
214,5,6,7,10,9,8,10,9,10,7,5,9,10,6,10,7,8,9,5,9,7,10,5,6,7,10,9,8,7,10,5,8,6,6,7,8,8,5,9,8,8,9,10,6,5,7,7,7.615625
215,5,9,8,6,5,8,8,8,9,5,5,6,6,9,9,10,7,9,6,9,8,10,8,6,7,6,6,7,7,8,10,6,5,5,8,8,7,7,5,9,8,6,10,10,5,6,6,7.34375
216,6,7,10,7,6,5,7,5,9,6,8,10,9,8,8,7,5,10,7,5,6,5,10,10,10,6,8,9,9,7,6,8,10,6,6,8,9,10,9,6,9,8,5,10,10,9,7,7.55625
217,7,6,7,8,7,6,7,5,9,8,8,10,7,10,7,8,9,7,10,6,6,5,8,5,6,5,6,5,7,10,10,7,7,6,5,6,8,5,6,8,7,8,5,10,8,10,5,7.125
218,8,6,5,9,5,5,8,7,10,6,10,5,10,9,10,6,6,6,6,9,7,5,6,9,8,6,8,10,7,9,9,10,9,6,6,7,5,9,5,6,5,7,8,9,6,7,10,7.35625
219,10,8,6,9,5,8,7,7,6,9,10,5,5,5,6,10,5,8,6,10,5,9,9,6,6,9,7,10,10,8,7,7,8,8,10,8,8,9,7,5,5,9,5,10,10,10,6,7.528125
220,10,5,7,7,5,10,6,9,9,7,7,5,5,10,10,6,5,6,10,7,10,10,7,6,7,7,8,8,9,10,8,6,6,9,5,9,10,5,10,5,8,10,10,9,10,7,9,7.81875
221,6,9,9,9,6,8,8,8,5,5,7,10,9,7,5,9,8,8,6,9,7,6,6,7,9,6,9,5,9,5,9,7,6,5,5,5,5,9,7,6,10,6,8,7,10,5,8,7.559375
222,6,5,10,10,5,9,9,10,8,8,10,9,5,10,6,5,7,6,10,7,5,5,7,6,9,9,7,5,7,10,7,10,6,10,8,6,5,5,5,7,6,5,7,9,10,5,9,7.215625
223,8,10,6,10,9,5,5,8,9,6,9,8,6,8,7,8,10,6,5,9,5,7,6,8,8,8,6,9,10,10,5,9,9,5,10,10,7,10,10,5,6,5,8,6,10,6,6,7.678125
224,9,10,7,9,8,9,5,9,5,7,10,9,8,5,9,10,8,5,7,9,10,5,6,8,9,10,9,6,7,8,7,6,8,10,8,8,5,7,7,9,7,9,10,9,6,9,8,7.603125
225,9,7,8,9,9,8,8,10,9,6,6,9,8,7,8,9,5,10,10,9,10,5,9,9,5,5,8,9,6,5,8,5,8,10,7,8,5,8,5,5,10,9,9,5,10,6,6,7.375
226,7,10,8,8,7,7,6,6,10,6,7,10,6,6,9,8,5,8,10,9,6,7,5,9,6,9,10,5,9,10,9,8,5,7,9,7,10,5,8,8,9,6,8,5,6,8,8,7.596875
227,6,8,9,10,9,10,5,10,6,9,9,9,6,9,10,9,7,10,8,8,10,9,5,5,9,6,5,10,10,6,8,7,5,9,6,10,8,7,9,8,9,10,9,8,10,8,7,7.915625
228,8,5,6,10,5,5,6,7,5,5,5,8,9,5,9,5,5,8,5,5,7,6,10,9,8,10,5,5,10,7,8,9,8,8,9,10,6,7,9,8,7,9,7,5,5,10,8,6.784375
229,7,10,5,9,8,6,8,9,10,6,8,9,7,6,8,6,7,6,7,8,5,5,10,8,7,5,5,8,7,5,5,8,7,7,9,5,5,8,6,10,10,5,8,6,8,5,9,7.084375
230,10,10,7,8,5,7,10,9,8,5,8,5,8,5,8,10,10,5,8,8,5,10,9,5,8,9,5,6,10,10,7,5,8,9,5,7,7,8,7,5,7,6,6,8,10,6,9,7.396875
231,5,5,9,10,7,6,5,6,7,8,7,9,9,5,10,8,8,5,9,6,6,10,7,5,5,8,5,8,10,7,5,5,10,9,7,9,7,9,9,6,10,10,10,7,9,9,10,7.71875
232,10,6,5,6,6,8,8,9,6,5,5,7,10,10,9,10,8,6,9,5,9,9,10,9,9,7,10,5,10,8,5,5,10,5,8,8,8,5,5,7,6,8,5,8,10,5,8,7.459375
233,6,10,7,10,8,7,5,6,9,5,7,8,7,8,6,7,6,7,7,5,10,9,9,8,7,7,5,6,9,8,9,5,6,7,5,7,8,7,7,5,5,7,10,10,6,10,5,7.23125
234,5,5,6,7,10,5,5,10,9,10,10,9,8,8,9,9,8,10,7,9,9,5,8,5,7,10,5,7,7,7,5,9,6,5,7,8,5,8,9,9,5,6,5,5,8,8,6,7.484375
235,5,6,8,6,9,6,5,8,7,5,9,9,7,6,8,6,7,9,7,5,6,5,7,5,7,10,7,7,7,9,10,6,7,7,10,6,7,7,7,8,5,10,9,10,6,6,6,7.396875
236,8,9,7,10,10,9,9,8,10,7,7,5,5,10,8,6,5,10,7,5,5,7,6,7,8,10,7,6,6,7,6,8,7,7,6,7,10,7,10,7,9,6,6,8,8,10,9,7.621875
237,7,10,7,10,8,9,10,5,5,5,10,10,8,5,5,8,7,10,8,10,5,7,10,6,10,10,6,10,8,10,10,6,7,6,7,10,9,7,9,6,5,9,6,8,5,5,10,7.66875
238,7,5,8,7,9,6,5,9,5,8,10,9,10,7,6,8,7,5,10,10,8,7,9,10,7,8,5,5,7,7,9,7,5,7,6,9,7,6,7,8,6,7,9,5,8,6,7,7.384375
239,5,6,8,9,8,10,9,5,10,5,7,8,5,10,7,8,5,5,8,8,9,10,9,6,9,10,7,10,10,10,8,7,5,7,6,7,7,7,8,5,10,6,10,8,7,5,10,7.81875
240,8,5,9,9,7,10,10,9,5,9,6,5,9,9,9,5,9,6,9,10,9,10,7,10,9,10,10,6,7,10,6,10,9,8,7,5,5,6,8,8,5,10,7,9,9,9,6,7.609375
241,9,8,6,8,6,10,6,7,8,7,5,8,5,6,9,9,8,7,6,9,9,9,6,7,7,10,7,7,6,9,8,5,8,7,7,6,5,5,7,6,9,8,7,6,9,10,6,7.240625
242,7,6,7,7,9,10,7,5,6,5,7,7,6,8,9,7,5,8,7,8,5,7,8,10,8,8,7,9,8,9,6,6,10,5,9,8,9,5,10,7,8,8,5,6,5,7,8,7.340625
243,5,9,7,6,10,8,10,9,7,7,5,8,7,5,10,5,6,7,5,6,10,10,7,10,6,8,6,5,7,5,7,8,5,7,8,8,7,10,8,7,7,8,7,5,5,8,9,7.484375
244,9,8,6,6,6,6,5,6,7,10,6,7,8,8,7,7,9,8,5,7,9,9,6,5,6,8,9,9,9,7,9,8,6,8,6,5,10,6,6,8,10,6,10,8,10,9,9,7.49375
245,5,7,9,10,8,7,6,8,9,7,5,10,10,5,8,10,6,5,10,5,6,9,9,5,7,7,9,10,7,10,8,7,5,5,5,8,9,9,9,6,9,8,5,7,7,10,7,7.509375
246,6,8,7,10,10,8,8,8,10,10,9,7,10,7,8,6,10,7,8,9,7,10,8,5,6,10,5,10,6,8,5,10,5,10,7,10,10,7,8,6,9,10,9,10,5,6,10,8.2
247,5,5,9,7,7,10,7,9,5,10,7,6,6,6,6,5,10,8,5,5,9,9,8,10,10,6,10,9,10,6,10,10,10,6,10,8,5,7,10,7,7,8,10,6,10,7,9,7.45
248,10,8,6,7,10,6,9,8,7,9,10,8,8,10,9,9,7,6,6,9,10,5,10,5,7,9,7,8,5,9,10,8,6,8,5,6,10,5,7,10,9,10,10,5,10,10,8,7.9
249,8,8,10,9,9,5,7,7,5,7,8,8,7,10,6,8,10,10,8,6,9,10,5,5,5,8,5,8,6,6,9,10,10,8,7,9,10,10,5,6,8,6,6,10,7,5,8,7.70625
250,8,6,8,8,6,7,6,7,6,10,8,9,7,5,7,7,9,8,5,6,9,5,8,10,7,9,5,9,5,8,9,7,9,9,8,9,6,6,10,9,5,5,9,10,10,9,7,7.465625
251,8,8,7,7,8,5,7,7,7,5,9,10,10,6,9,9,6,6,9,7,10,8,9,9,9,10,6,10,9,7,7,8,6,7,6,8,5,6,7,10,6,5,5,8,6,8,5,7.85625
252,5,9,6,8,10,7,6,10,9,6,9,9,5,8,6,9,8,8,7,7,8,10,7,9,8,8,8,9,9,5,5,7,8,6,10,10,6,10,10,8,6,8,5,7,8,6,7,7.69375
253,6,7,10,10,10,7,5,9,8,10,6,10,10,9,10,7,5,5,10,5,8,9,6,7,10,7,10,6,10,9,5,5,5,9,9,7,5,7,6,7,9,10,6,10,6,8,10,7.825
254,10,8,8,7,5,5,7,5,6,7,7,5,6,7,5,10,5,6,5,5,5,5,6,6,7,10,6,10,9,8,7,8,5,7,5,10,7,10,8,5,8,9,7,9,7,6,6,7.090625
255,7,5,6,5,9,10,5,10,9,8,8,10,5,5,10,6,6,6,10,9,6,10,6,8,8,9,8,5,7,9,6,10,9,8,5,5,6,7,7,7,6,10,6,9,8,7,10,7.503125
256,7,6,10,10,9,6,10,8,6,6,6,7,5,5,8,7,10,7,5,7,10,6,8,7,5,10,7,10,10,8,9,7,7,5,10,5,7,5,9,10,10,5,9,9,9,7,7,7.440625
257,7,8,7,5,10,6,7,10,8,10,7,5,9,10,7,6,9,5,5,7,5,7,6,6,6,8,7,6,8,7,5,9,6,6,6,5,9,8,5,5,5,5,9,8,8,8,9,7.003125
258,8,8,7,6,9,8,8,7,10,10,5,8,8,8,6,5,6,9,8,7,6,7,6,8,10,7,8,10,9,7,8,10,5,10,9,6,6,5,5,7,7,6,7,5,6,10,10,7.5125
259,5,9,10,8,5,9,9,10,8,8,10,6,5,9,7,9,6,5,9,9,10,9,6,8,8,10,7,7,6,9,7,8,10,10,6,10,7,7,9,9,8,8,6,9,5,8,9,7.865625
260,5,10,8,7,8,7,7,8,8,10,5,8,6,6,5,8,8,5,6,6,7,5,10,6,9,5,7,9,8,7,9,7,10,7,5,9,9,6,10,8,6,10,7,8,8,9,10,7.34375
